,Code,SMILES
26346,BTB11503,O=C(CS1)N(C1=O)CCS(C(C=C2)=CC=C2Cl)(=O)=O
26347,BTB11515,O=C(CS1)N(C1=O)CCS(C2=CC=C(C)C=C2)(=O)=O
26348,BTB11525,CN1C(C2=CC=C(S(NC3=C(Cl)C=CC=C3)(=O)=O)S2)=NN=C1SC
26349,BTB11545,BrC1=C(CC2(C)C)C(/C(C2)=N/OC(C)=O)=C(SC)S1
26350,BTB11561,BrC1=C(CC2(C)C)C(/C(C2)=N/OC(C3=CC=CC=C3Cl)=O)=C(SC)S1
26351,BTB11576,CSC(S1)=C(/C(C2)=N/OC)C(CC2(C)C)=C1C(C=C3)=NN3C(NC4=CC=C(Cl)C=C4)=O
26352,BTB11599,CC1(C)CC(C(/C(C1)=N/OC)=C2SC)=C(S2)C(C=C3)=NN3C(NC4=CC=CC(Cl)=C4)=O
26353,BTB11634,O=S(C1=CC=C(S1)C2=CC=CC=N2)(NNC(NC3=CC=CC(Cl)=C3)=O)=O
26354,BTB11682,SC1=NC=CC(C2=CC=CS2)=N1
26355,BTB11494,O=S(C1=CC=C(S1)C2=NC=CC=C2)(N=S(C3=CC=CC=C3)(C)=O)=O
26356,BTB11505,CN1N=C(C=C1C(F)(F)F)C2=CC=C(S(N=S(C(C=C3)=CC=C3Cl)(C)=O)(=O)=O)S2
26357,BTB11516,CN1N=C(C=C1C(F)(F)F)C2=CC=C(S(N=S(C3=CC=CC=C3)(C)=O)(=O)=O)S2
26358,BTB11526,BrC1=C(CC2(C)C)C(/C(C2)=N/OC(C3=CC=C(Cl)C=C3)=O)=C(SC)S1
26359,BTB11546,BrC1=C(CC2(C)C)C(/C(C2)=N/OC(C3=CC=CS3)=O)=C(SC)S1
26360,BTB11563,CN1N=C(C=C1C(F)(F)F)C2=CC=C(S(NCC(OCC)=O)(=O)=O)S2
26361,BTB11577,CC1=CC(NNC(NC2=CC=C(Cl)C=C2)=O)=NC3=C1C(C)=NN3C
26362,BTB11600,CN1C2=C(C(C)=N1)C(C)=CC(NNC(NC)=O)=N2
26363,BTB11637,CN1C2=C(C(C)=N1)C(C)=CC(NNC(NC)=S)=N2
26364,BTB11683,CN1N=C(C=C1C(F)(F)F)C2=CC=C(S(N(C(C)=C3)N=C3C)(=O)=O)S2
26365,BTB11495,CN1N=C(C=C1C(F)(F)F)C2=CC=C(S(N(N=C3C)C(C)=C3Br)(=O)=O)S2
26366,BTB11506,CSC1=NC=CC(C2=CC=CS2)=N1
26367,BTB11517,CN1C(C2=CC=C(S(N(C(C)=C3)N=C3C)(=O)=O)S2)=NN=C1SC
26368,BTB11528,CN1C(C2=CC=C(S(N(N=C3C)C(C)=C3Br)(=O)=O)S2)=NN=C1SC
26369,BTB11547,O=C(C1=CC=CC=C1)N(CCS(C(C=C2)=CC=C2C)(=O)=O)CC3=CC=CN=C3
26370,BTB11564,CN1C(C2=CC=C(S(N=S(C3=CC=C(Cl)C=C3)(C)=O)(=O)=O)S2)=NN=C1SC
26371,BTB11588,CN1C(C2=CC=C(S(N=S(C3=CC=CC=C3)(C)=O)(=O)=O)S2)=NN=C1SC
26372,BTB11601,CN1C2=C(C(C)=N1)C(C)=CC(N/N=C/C3=CC=C(Cl)C=C3)=N2
26373,BTB11646,CN1C2=C(C(C)=N1)C(C)=CC(N3C(C)=CC(C)=N3)=N2
26374,BTB11684,CN1C2=C(C(C)=N1)C(C)=CC(N/N=C/C3=C(Cl)C=CC=C3)=N2
26375,HTS05442,O=S(C1=CC=C(C)C=C1)(CCN(C)CC2=CC=CN=C2)=O
26376,HTS05450,CC(C(C(C)=C1Br)=C(S1)S2)=C2C(/C=C/N(C)C)=O
26377,HTS05458,C1(C2=CC=CS2)=NN=CO1
26378,HTS05470,CN(S1(=O)=O)C(C=CS2)=C2C(C1)=O
26379,HTS05481,CSC(S1)=C(C=C1C(O)=O)C2=NC(C(C=C3)=CC=C3Cl)=CS2
26380,HTS05496,CC(N(N=C1C)C(C=C2C)=NC3=C2C(C)=NN3C)=C1Br
26381,HTS05506,CN1N=C(C=C1C(F)(F)F)C2=CC=C(S(NCC(NNS(C3=CC=C(Cl)C=C3)(=O)=O)=O)(=O)=O)S2
26382,HTS05519,O=S1(C(C(C2=CC=CC=C2N1C)=C(C(SC3=CC=CC=C3)=O)S4)=C4SC)=O
26383,HTS05528,O=S1(C(C(C2=CC=CC=C2N1C)=C(C(N3CCOCC3)=O)S4)=C4SC)=O
26384,HTS05536,O=S(C(C(C1=C2C=CC=C1)=C(C(NCC3CC3)=O)S4)=C4SC)(N2C)=O
26385,HTS05443,O=S1(C(C(C2=CC=CC=C2N1C)=C(C(N(C)C)=O)S3)=C3SC)=O
26386,HTS05451,O=C(/C=C/N(C)C)C1=CC=C(OC)C=C1
26387,HTS05459,O=S(C1=CC=C(S1)C2=NC(SC)=NC=C2)(N3CCCCC3)=O
26388,HTS05471,O=S(C1=CC=C(S1)C2=NC(SC)=NC=C2)(NC3=CC(C(F)(F)F)=CC=C3)=O
26389,HTS05482,O=C(/C1=C\NC2=CC=CC(C(F)(F)F)=C2)C(SC=C3)=C3N(C)S1(=O)=O
26390,HTS05497,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=C\NC3=CC=C(F)C=C3)=O
26391,HTS05507,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=C\NC3=CC=CC=C3Cl)=O
26392,HTS05520,O=C(/C1=C/NC2=CC=CC(Cl)=C2)C(SC=C3)=C3N(C)S1(=O)=O
26393,HTS05529,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=C/NC3=CN=CC=C3)=O
26394,HTS05537,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=C\NC3=NC=CC=C3)=O
26395,HTS05444,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=C\NC3=CC=NC=C3)=O
26396,HTS05452,O=S(N(C(C)=C1)N=C1C)(C2=CC=C(C3=NC(SC)=NC=C3)S2)=O
26397,HTS05460,O=S(N(N=C1C)C(C)=C1Br)(C2=CC=C(C3=NC(SC)=NC=C3)S2)=O
26398,HTS05472,O=S(C1=C(C)ON=C1C)(N=S(C(C=C2)=CC=C2Cl)(C)=O)=O
26399,HTS05483,O=S(C(C=C1)=CC=C1Cl)(CCN(C)CC2=CC=CN=C2)=O
26400,HTS05498,SC1=NC=CC(C2=CC=C(OC)C=C2)=N1
26401,HTS05509,CC(SC(N)=C1C(OCC)=O)=C1C
26402,HTS05522,O=[N+]([O-])C1=C(SCC2=CC=CS2)C=CC(C(F)(F)F)=C1
26403,HTS05530,CC1=C(C)SC(NS(C)(=O)=O)=C1C(OCC)=O
26404,HTS05538,CN1C2=C(C(C)=N1)C(C)=CC(NNC(C3=C(Cl)C=CC=C3)=O)=N2
26405,HTS05445,CN1C2=C(C(C)=N1)C(C)=CC(NNS(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(=O)=O)=N2
26406,HTS05453,CC1=CC(C)=NN1CCS(C2=CC=C(Cl)C=C2)(=O)=O
26407,HTS05461,CN1C(C2=CC=C(NC(NC3=CC(C(F)(F)F)=CC=C3)=O)S2)=CC(C(F)(F)F)=N1
26408,HTS05473,CSC1=NC=CC(C2=CC=C(OC)C=C2)=N1
26409,HTS05484,CC(N(N=C1C)CCS(C2=CC=C(Cl)C=C2)(=O)=O)=C1Br
26411,HTS05510,CC(N(N=C1C)CC2=NN=C(S)N2C)=C1[N+]([O-])=O
26412,HTS05523,ClC1=CC=CC=C1C(S2)CC(N3CCCCC3)=CC2=S
26413,HTS05531,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=C\NC3=NC=CC=N3)=O
26414,HTS05539,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=C\NC3=NC(C)=CC(C)=N3)=O
26415,HTS05446,S=C(N)CSC1=CC=CC=C1
26416,HTS05454,CC1=C(C2=NNC=C2)SC3=C1C(C)=C(Br)S3
26417,HTS05462,CSC(S1)=C(C=C1C(NC2=CC(C(F)(F)F)=CC=C2)=O)C3=NC(C4=CC=C(Cl)C=C4)=CS3
26418,HTS05475,CSC(S1)=C(C=C1C(NC2=C(Cl)C=CC=C2)=O)C3=NC(C(C=C4)=CC=C4Cl)=CS3
26419,HTS05491,CSC(S1)=C(C=C1C(NC2=CC(Cl)=CC=C2)=O)C3=NC(C(C=C4)=CC=C4Cl)=CS3
26420,HTS05502,CSC(S1)=C(C=C1C(N2CCOCC2)=O)C3=NC(C(C=C4)=CC=C4Cl)=CS3
26421,HTS05511,CC(C(C(C)=C1Br)=C(S1)S2)=C2C(C=C3)=NN3C
26422,HTS05524,O=C(OCC)C1=C(SN=C1C)NC(OC2=CC=CC=C2)=O
26423,HTS05532,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=N\NC3=CC=C(Cl)C=C3)=O
26424,HTS05540,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=N\NC3=CC=CC=C3Cl)=O
26425,HTS05447,O=C(/C1=N\NC2=CC=CC(C(F)(F)F)=C2)C(SC=C3)=C3N(C)S1(=O)=O
26426,HTS05455,CC1=NSC(N)=C1C(OCC)=O
26427,HTS05465,O=S(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=NC=CC=C2)=O
26428,HTS05476,FC(F)(F)C1=CN=C(C=C1)SC2=CC=CS2
26429,HTS05492,CC(N(N=C1C)CC2=NN=C(SCC(C(C=C3)=CC=C3Cl)=O)N2C)=C1[N+]([O-])=O
26430,HTS05503,CC(N(N=C1C)CC2=NN=C(SCC(C3=CC=CC([N+]([O-])=O)=C3)=O)N2C)=C1[N+]([O-])=O
26431,HTS05513,O=S(C(C(C1=C2C=CS1)=C(C(OCC)=O)S3)=C3SCC4=CC=CC=C4)(N2C)=O
26432,HTS05525,O=S(C(C(C1=C2C=CS1)=C(C(OCC)=O)S3)=C3SCC4=CC=C(Cl)C=C4)(N2C)=O
26433,HTS05533,NC1=CC(C2=CC=CC(C(F)(F)F)=C2)=NN1C(C=C3C)=NC4=C3C(C)=NN4C
26434,HTS05541,CC(N(N=C1C)CC2=NN=C(SCC(C(C)(C)C)=O)N2C)=C1[N+]([O-])=O
26435,HTS05448,CC1=C([N+]([O-])=O)C(C)=NN1CC2=NN=C(SCC(NC(C=C3)=CC=C3Cl)=O)N2C
26436,HTS05456,CC(N(N=C1C)CC2=NN=C(SCC(NC3=CC=CC(C(F)(F)F)=C3)=O)N2C)=C1[N+]([O-])=O
26437,HTS05467,CC1=C([N+]([O-])=O)C(C)=NN1CC2=NN=C(SCC(NC3=CC=CC=C3)=O)N2C
26438,HTS05477,CC(N(N=C1C)CC2=NN=C(SCC(NC3=CC=CC=C3Cl)=O)N2C)=C1[N+]([O-])=O
26439,HTS05493,S=C(NC(OC1=CC=CC=C1)=O)NC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2
26440,HTS05504,CC(N(N=C1C)CC2=NN=C(SCC3=C(Cl)C=CC=C3F)N2C)=C1[N+]([O-])=O
26441,HTS05515,CC(N(N=C1C)CC2=NN=C(SCC3=C(Cl)C=CC=C3Cl)N2C)=C1[N+]([O-])=O
26442,HTS05526,CC1=C([N+]([O-])=O)C(C)=NN1CC2=NN=C(SCC3=CC=C(Cl)C=C3)N2C
26443,HTS05534,S=C(SC(C1=CC=CS1)C2)C=C2N3CCCCC3
26444,HTS05543,CSC(S1)=C(C=C1C(N2CCCCC2)=O)C3=NC(C4=CC=C(Cl)C=C4)=CS3
26445,HTS05449,CN(S(C)(=O)=O)C1=C(C(OCC)=O)C(C)=C(C)S1
26446,HTS05457,O=C(/C1=N\NC2=C(C(OC)=O)SC=C2)C(SC=C3)=C3N(C)S1(=O)=O
26447,HTS05468,O=C(/C1=C\NC2=C(C(OC)=O)SC=C2)C(SC=C3)=C3N(C)S1(=O)=O
26448,HTS05480,O=S1(N(C)C(SC(C)=C2C)=C2C(C1)=O)=O
26449,HTS05495,BrC1=CC=C(S1)C2=NC(SC)=NC=C2
26450,HTS05505,O=C(NC1=CC=C(Cl)C=C1)CSC2=NC=C3C(C4=C(SC)SC(C(OCC)=O)=C4CC3)=N2
26451,HTS05518,ClC1=CC=CC(Cl)=C1CS(C2=CC=C(C)C=C2)(=O)=O
26452,HTS05527,O=C(NC1CC1)C(S2)=C(C3=CC=C(Cl)C=C3)C(C#N)=C2SC
26453,HTS05535,S=C(NC(OC1=CC=CC=C1)=O)NC2=C(OC(F)(F)F)C=CC=C2
26454,HTS05544,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=C\NC3=NC(SC)=NC(C4CC4)=N3)=O
26455,SPB07246,CN(S1(=O)=O)C(C=CS2)=C2C(/C1=C\NC3=NC(SC)=NC(C)=N3)=O
26456,SPB07262,O=C1CC(SC(SCC(NC2=CC=C(Cl)C=C2)=O)=C1)C3=CC=CC=C3
26457,SPB07270,CC1=C(SC(S2)=C1C(C)=C2Br)C(C(Br)=C3)=NN3C
26458,SPB07280,CS(C1=CC=CC=C1)(=NC(NC(OC2=CC=CC=C2)=O)=S)=O
26459,SPB07295,CS(C(C=C1)=CC=C1Cl)(=NC(NC(OC2=CC=CC=C2)=O)=S)=O
26460,SPB07304,O=C(/C=C/N(C)C)C1=CC=C(C#N)S1
26461,SPB07340,O=C1NC2=CC=CC=C2SC1CC(NO)=O
26462,SPB07350,O=S(C1=CC=C(Cl)C=C1)(/C(C#N)=C/C2=CC=C(C3=NC(C(C)(C)C)=CS3)C=C2)=O
26463,SPB07367,CC(C)(C)C1=CSC(C(C=C2)=CC=C2/C=C(C#N)/S(C)(=O)=O)=N1
26464,SPB07376,CC(C)(C)C1=CSC(C2=CC=C(/C=C(C#N)/S(C3=CC=CC(Cl)=C3)(=O)=O)C=C2)=N1
26465,SPB07247,CC(C1=O)C2=CC(C(C)=O)=CC=C2N1C
26466,SPB07263,CC(C)(C)C1=CSC(C2=CC=C(/C=C(C#N)/C(C3=CC=C(Cl)C=C3)=O)C=C2)=N1
26467,SPB07271,CC(C)(C)C1=CSC(C2=CC=C(/C=C(C#N)/C(C3=CC=CS3)=O)C=C2)=N1
26468,SPB07281,CC(C)(C)C1=CSC(C2=CC=C(/C=C(C#N)/C(C3=CC=CC(C(F)(F)F)=C3)=O)C=C2)=N1
26469,SPB07296,O=C1NC2=CC=CC=C2SC1CC(NOC(C(C=C3)=CC=C3Cl)=O)=O
26470,SPB07306,O=S1(C2=C(SC)SC(C(O)=O)=C2C3=C(N1C)C=CS3)=O
26471,SPB07341,CC1=C(SC2=C1C(C)=CS2)C3=CC=NC(SCC4=CC=CC=C4)=N3
26472,SPB07356,CC(C1=O)C(C=C2S(NC(C=C3)=C(Cl)C=C3Cl)(=O)=O)=C(C=C2)N1C
26473,SPB07368,CC1=C(SC2=C1C(C)=CS2)C3=CC=NC(SCC(NC4=CC=C(Cl)C=C4Cl)=O)=N3
26474,SPB07377,CN(S1(=O)=O)C(SC(C)=C2C)=C2C(/C1=C\NC(C=C3)=CC=C3Cl)=O
26475,SPB07256,CN(S1(=O)=O)C(SC(C)=C2C)=C2C(/C1=C\NC3=CC=CC=C3Cl)=O
26476,SPB07264,O=C(/C1=C\NC2=CC=C(OC)C=C2)C(C(C)=C3C)=C(S3)N(C)S1(=O)=O
26477,SPB07272,CC(C(C(C)=CS1)=C1S2)=C2C3=CC=NC(SCC(NCC=C)=O)=N3
26478,SPB07282,CC(C(C(C)=CS1)=C1S2)=C2C3=CC=NC(SCC(OCC)=O)=N3
26479,SPB07297,CC(C)(C)C(C=C(C=C1)C2=NC=CS2)=C1/C=C(C#N)/C(OCC)=O
26480,SPB07308,CN(S1(=O)=O)C(SC(C)=C2C)=C2C(/C1=C\NC3=CC=CC=N3)=O
26481,SPB07342,CN(S1(=O)=O)C(SC(C)=C2C)=C2C(/C1=C\NC3=CC=CN=C3)=O
26482,SPB07361,CN(S1(=O)=O)C(SC(C)=C2C)=C2C(/C1=C\NC3=CC=NC=C3)=O
26483,SPB07369,CC(C(C(C)=CS1)=C1S2)=C2C3=CC=NC(SCC(C4=CC=CC=C4)=O)=N3
26484,SPB07378,CC1=C(SC2=C1C(C)=CS2)C3=CC=NC(SCC(NCC4=CC=CC=C4)=O)=N3
26485,SPB07257,CC(C)(C)C1=CSC(C2=CC=C(/C=N/NC3=CC=CC=N3)C=C2)=N1
26486,SPB07265,CC(C)(C)C1=CSC(C2=CC=C(/C=N/NC(C=C3)=C(F)C=C3F)C=C2)=N1
26487,SPB07273,CC(C)(C)C1=CSC(C(C=C2)=CC=C2/C=N/NC(C=C3)=C([N+]([O-])=O)C=C3C(F)(F)F)=N1
26488,SPB07283,O=C1NC2=CC=CC=C2SC1CC(NOC(C3=C(Cl)C=CC=C3)=O)=O
26489,SPB07298,O=C1NC2=CC=CC=C2SC1CC(NOC(C3=CC(C(F)(F)F)=CC=C3)=O)=O
26490,SPB07309,CC1=C(SC2=C1C(C)=CS2)C3=CC=NC(SCC(C(C=C4)=C(Cl)C=C4Cl)=O)=N3
26491,SPB07343,CC(C1=O)C(C=C2S(N3CCOCC3)(=O)=O)=C(C=C2)N1C
26492,SPB07362,CC(C)(C)C1=CSC(C2=CC=C(/C=N/OC(C3=CC=CC=C3Cl)=O)C=C2)=N1
26493,SPB07370,CC(C)(C)C1=CSC(C2=CC=C(/C=N/OC(NC3=CC=CC=C3)=O)C=C2)=N1
26494,SPB07379,CC(C)(C)C1=CSC(C(C=C2)=CC=C2/C=N/OC(C3=CC=C(Cl)C=C3)=O)=N1
26495,SPB07258,O=C(N=S(C1=CC=CC=C1)(C)=O)NC(C=C2)=CC=C2OC(F)(F)F
26496,SPB07266,CC(C)(C)C1=CSC(C2=CC=C(/C=N/OC(NC3=CC=C(Cl)C=C3)=O)C=C2)=N1
26497,SPB07274,CC(C)(C)C1=CSC(C(C=C2)=CC=C2/C=N/OC(C3=CC(C(F)(F)F)=CC=C3)=O)=N1
26498,SPB07284,O=C1C(C(CCC1)=C(S2)C3=NC(C(C)(C)C)=CS3)=C2SC
26499,SPB07300,CN(S1(=O)=O)C(SC(C)=C2C)=C2C(/C1=C\NC(N=C3)=CC=C3Cl)=O
26500,SPB07320,CSC(S1)=C(C2=C3C=NC(SC)=N2)C(CC3)=C1C(NC(C=C4)=CC=C4Cl)=O
26501,SPB07344,O=C1CC(SC(SCC(C(C)(C)C)=O)=C1)C2=CC=CC=C2
26502,SPB07363,CC1=NSC(N/N=C(C#N)/C(C2=CC=C(Cl)C=C2)=O)=C1C(OCC)=O
26503,SPB07371,CC1=NSC(NN=C(C#N)C(C(C)(C)C)=O)=C1C(OCC)=O
26504,SPB07382,CC1=C(SC2=C1C(C)=CS2)C3=NC(SCC(NC(C)C)=O)=NC=C3
26505,SPB07259,O=C(OC)C(N(C=CS1)C1=N2)=CC2=O
26506,SPB07267,O=C(N/N=C/C1=CC=C(Cl)C=C1)C(N(C=CS2)C2=N3)=CC3=O
26507,SPB07275,O=C1N(SC=C1)C(C=C2)=CC=C2C(OCC)=O
26508,SPB07289,O=C(NCC1=CC=CS1)C2=CC=CC=C2
26509,SPB07301,O=S(C1=CC=CC=C1)(NCC2=CC=CS2)=O
26510,SPB07321,CS(NCC1=CC=CS1)(=O)=O
26511,SPB07345,O=C(NNC(NC)=S)CSC1=CC=CC=C1
26512,SPB07364,CN1C(CSC2=CC=CC=C2)=NN=C1S
26513,SPB07373,O=C(NNC(C1=CC=C(Cl)C=C1)=O)C2=CSC=C2OC
26514,SPB07383,O=C(NNC(C1=CC(C(F)(F)F)=CC=C1)=O)C2=CSC=C2OC
26515,SPB07260,O=C(NN)C1=CSC=C1OC
26516,SPB07268,NS(C1=CC=C(CNC(C2=CC=CC=C2)=O)S1)(=O)=O
26517,SPB07278,O=S(C(C=C1)=CC=C1OC(F)(F)F)(N=S(C(C=C2)=CC=C2Cl)(C)=O)=O
26518,SPB07290,O=S(C1=CC=C(OC(F)(F)F)C=C1)(N=S(C2=CC=CC=C2)(C)=O)=O
26519,SPB07302,CN(S1(=O)=O)C(SC(C)=C2C)=C2C(/C1=C\NC3=NC=CC=N3)=O
26520,SPB07324,CN(S1(=O)=O)C(SC(C)=C2C)=C2C(/C1=C\NC3=NC(C)=CC(C)=N3)=O
26521,SPB07348,CN(S1(=O)=O)C(SC(C)=C2C)=C2C(/C1=C\NC3=NC(C)=NC(C)=C3)=O
26522,SPB07365,S=C1SC(CC(N2CCCCC2)=C1)C(C=C3)=CC=C3Cl
26523,SPB07374,FC(F)(F)OC(C=C1)=CC=C1NC(NC2=CC=C(OC(F)(F)F)C=C2)=O
26524,SPB07384,CC1=C(Br)SC(S2)=C1C(C)=C2C3=CC=NC(SCC=C)=N3
26525,SPB07261,O=C(N/N=C/C1=CC=C(Cl)C=C1)C2=CSC=C2OC
26526,SPB07269,O=C(OCC)C1=C(CCC/2)C(C2=N/OC)=C(SC)S1
26527,SPB07279,CC1=C(C2=NC(SCC3=CC=CC=C3)=NC=C2)SC4=C1C(C)=C(Br)S4
26528,SPB07291,CC1=C(C2=CC=NC(SCC(NC(C=C3)=C(Cl)C=C3Cl)=O)=N2)SC4=C1C(C)=C(Br)S4
26529,SPB07303,CC1=C(C2=NC(SCC(NC(C)C)=O)=NC=C2)SC3=C1C(C)=C(Br)S3
26530,SPB07338,CC(C(C(C)=C1Br)=C(S1)S2)=C2C3=CC=NC(SCC(NC4=CC=CC=C4)=O)=N3
26531,SPB07349,CC1=C(C2=CC=NC(SCC(NC3=CC(C(F)(F)F)=CC=C3)=O)=N2)SC4=C1C(C)=C(Br)S4
26532,SPB07366,CC(C(C(C)=C1Br)=C(S1)S2)=C2C3=CC=NC(SCC(NCC=C)=O)=N3
26533,SPB07375,FC(F)(F)OC(C=C1)=CC=C1C(N=S(C2=CC=CC=C2)(C)=O)=O
26534,SPB07385,CS(C(C=C1)=CC=C1Cl)(=NC(C2=CC=C(OC(F)(F)F)C=C2)=O)=O
26535,KM09321,O=C(N=S(C1=CC=C(Cl)C=C1)(C)=O)C2=CC=CC=C2OC(F)(F)F
26536,KM09331,O=C(NN)CSC1=CC=CS1
26537,KM09342,CSC(S1)=C(/C2=N/OC)C(CCC2)=C1C(NN)=O
26538,KM09362,O=C1/C(C(C=CC=C2)=C2N1C)=N\NC3=CC(C(F)(F)F)=CC=C3
26539,KM09378,CC1=C(C2=NC(SCC(C3=CC=C(Cl)C=C3Cl)=O)=NC=C2)SC4=C1C(C)=C(Br)S4
26540,KM09391,CN1C(C2=CC=C(S(NC(CC(C)C)C(OC)=O)(=O)=O)S2)=NN=C1SC
26541,KM09403,CSC(S1)=C(/C2=N/OC)C(CCC2)=C1C(N/N=C/C3=CC=C(Cl)C=C3)=O
26542,KM09412,O=C(NNC(NC)=S)CSC1=CC=CS1
26543,KM09422,S=C(N=S(C1=CC=CC=C1)(C)=O)NC2=CC=CC(OC)=C2
26544,KM09436,CS(C1=CC=CC=C1)(=NC(NC(C=C2)=CC=C2Br)=S)=O
26545,KM09324,O=C(N/N=C/C1=CC=CS1)C(N(C=CS2)C2=N3)=CC3=O
26546,KM09332,O=C(N/N=C/C1=CC=CC=C1Cl)C(N(C=CS2)C2=N3)=CC3=O
26547,KM09345,O=C(OC)C1=C(CSC1)NC2=CC=C(O)C=C2
26548,KM09363,CC(C1)(C)SC(SCC(C=C2)=CC=C2[N+]([O-])=O)=CC1=O
26550,KM09393,CN1C(C2=CC=C(S(OC3=CC=C(Cl)C=C3)(=O)=O)S2)=NN=C1SC
26551,KM09404,O=C(/C=C/N(C)C)C1=CSC=C1
26552,KM09413,BrC1=CN(C)N=C1C2=CC=CC(NC(NC3=CC=C(OC(F)(F)F)C=C3)=O)=C2
26553,KM09426,CN1C(C2=CC=C(S(OC3=CC(Cl)=CC(Cl)=C3)(=O)=O)S2)=NN=C1SC
26554,KM09437,CN1C(C2=CC=C(S(OC3=CC(C(F)(F)F)=CC=C3)(=O)=O)S2)=NN=C1SC
26555,KM09325,O=S(C1=CC=C(Cl)C=C1)(/C(C#N)=C/C2=CC=CN2N(C)C)=O
26556,KM09334,CN1N=C(C=C1C(F)(F)F)C2=CC=C(S(OC3=CC=C(Cl)C=C3)(=O)=O)S2
26557,KM09346,O=C(NNC(NC)=S)C1=CSC=C1
26558,KM09364,O=C(OC)C1=C(CSC1)NC(C=C2)=CC=C2OC(C3=CC=CC(C(F)(F)F)=C3)=O
26559,KM09380,O=C(OC)C1=C(CSC1)NC(C=C2)=CC=C2OC(C3=C(Cl)C=CC=C3)=O
26560,KM09394,FC(F)(F)OC1=CC=C(NC(NC2=CC(C3CC3)=NN2C)=O)C=C1
26561,KM09405,CC1=C(C=NC2=CC(C)=NN12)C3=NC(S)=NC=C3
26562,KM09415,CC1=C(C=NC2=CC(C)=NN12)C3=NC(SCC4=CC=C(Cl)C=C4)=NC=C3
26563,KM09428,CC1=C(C=NC2=CC(C)=NN12)C3=NC(SCC4=CC(Cl)=CC=C4)=NC=C3
26564,KM09438,CN1N=C(C=C1C(F)(F)F)C2=CC=C(S(OC3=CC(Cl)=CC(Cl)=C3)(=O)=O)S2
26565,KM09326,CN1N=C(C=C1C(F)(F)F)C2=CC=C(S(OC3=CC([N+]([O-])=O)=CC=C3)(=O)=O)S2
26566,KM09335,CC1=C(C=NC2=CC(C)=NN12)C3=NC(SCC4=C(Cl)C=CC=C4Cl)=NC=C3
26567,KM09350,O=C1N(SC=C1)C2=CC=C(F)C(Cl)=C2
26568,KM09365,O=C1N(SC=C1)C2=CC=CC(Cl)=C2F
26569,KM09381,CSC1=NC=CC(C2=CSC=C2)=N1
26570,KM09395,CN1C(C2=CC=CS2)=NN=C1SC
26571,KM09407,O=C(OC)C1=C(CSC1)NC2=CC=C(OS(C(C=C3)=CC=C3Cl)(=O)=O)C=C2
26572,KM09416,O=C(OC)C1=C(CSC1)NC2=CC=C(OC(NC3=CC=C(OC(F)(F)F)C=C3)=O)C=C2
26573,KM09430,CC(C(C(C)=O)=C(SC)S1)=C1C(N)=S
26574,KM09440,O=S(C1=CC=C(C2=NC=CC=C2)S1)(OC3=CC=C(Cl)C=C3)=O
26575,KM09327,O=S(C1=CC=C(C2=NC=CC=C2)S1)(OC(C=C3)=CC=C3OC)=O
26576,KM09336,O=S(C1=CC=C(C2=NC=CC=C2)S1)(OC3=CC(Cl)=CC(Cl)=C3)=O
26577,KM09351,O=C(OC)C1=C(CSC1)NC(C=C2)=CC=C2OC(NC3=CC(Cl)=CC=C3)=O
26578,KM09366,O=C(OC)C1=C(CSC1)NC(C=C2)=CC=C2OC(NC)=O
26579,KM09384,CC(N1C(N=C2)=CC(C)=N1)=C2C3=NC(SCC(NC(C)C)=O)=NC=C3
26580,KM09397,CC(N1C(N=C2)=CC(C)=N1)=C2C3=NC(SCC(NC4=CC=C(Cl)C=C4)=O)=NC=C3
26581,KM09408,CC(N1C(N=C2)=CC(C)=N1)=C2C3=NC(SCC(NC4=CC(C(F)(F)F)=CC=C4)=O)=NC=C3
26582,KM09417,CC1=C(C=NC2=CC(C)=NN12)C3=NC(SCC(NC(C=C4)=C(Cl)C=C4Cl)=O)=NC=C3
26583,KM09431,O=C(OC)C1=C(CSC1)NC(C=C2)=CC=C2OS(C(C=C3)=C(F)C=C3F)(=O)=O
26584,KM09442,O=C(OC)C1=C(CSC1)NC(C=C2)=CC=C2OS(C3=C(Cl)C=CC=C3)(=O)=O
26585,KM09328,O=C(NC1=CC=C(Cl)C=C1)C2=CC=CS2
26586,KM09337,CC1=C(SC(SC)=C1C(C)=O)C2=NC(C(C=C3)=CC=C3Cl)=CS2
26587,KM09352,CC1=C(SC(SC)=C1C(C)=O)C2=NC(C(C)(C)C)=CS2
26588,KM09368,CC1=C(SC(SC)=C1C(C)=O)C2=NC(C(OCC)=O)=CS2
